Date,Serial,Timestamp,Timezone,AC Voltage R,AC Current R,Grid Frequency,Power Battery Pack 1,Power Battery Pack 2,Total Grid Power,Voltage Battery Pack,Current Battery Pack,SOC Battery Pack,SOC Battery Pack 1,SOC Battery Pack 2,Total Voltage Battery Pack 1,Inverter Power Generation,Total Power Generation,Total Grid Power.1,Load Active Power,DC Power PV1,DC Power PV2,Daily Production (Active),Daily Grid Feed-In,Daily Energy Purchase,Daily Consumption,Cumulative Production,Cumulative Grid Feed-In,Cumulative Energy Purchase,Cumulative Consumption,Daily Charging Energy,Daily Discharging Energy,Total Charging Energy,Total Discharging Energy,Total Battery Power
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 06:39:09,8,231.3,0.88,49.98,-210,0,0,,,,53,,373.5,0.022,0,0,100,0.0,0.022,0.0,0.0,0.02,1.14,36.0,0.0,8.9,41.7,0.01,1.14,20.5,19.0,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 06:44:13,8,235.4,0.93,49.98,-270,0,0,,,,53,,379.7,0.01,0,0,100,0.0,0.01,0.0,0.0,0.02,1.15,36.0,0.0,8.9,41.7,0.01,1.15,20.5,19.1,-100
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 06:49:18,8,235.0,0.92,50.0,-150,0,0,,,,53,,374.3,0.033,0,0,110,0.0,0.033,0.0,0.0,0.03,1.16,36.0,0.0,8.9,41.7,0.01,1.16,20.5,19.1,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 06:54:24,8,235.2,1.17,49.99,20,0,0,,,,53,,378.7,0.03,0,0,200,0.0,0.03,0.0,0.0,0.03,1.17,36.0,0.0,8.9,41.7,0.01,1.17,20.5,19.1,-300
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 06:59:30,8,234.7,1.22,49.96,-160,0,0,,,,52,,373.7,0.01,0,0,210,0.0,0.01,0.0,0.0,0.03,1.19,36.0,0.0,8.9,41.7,0.01,1.19,20.5,19.1,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:04:35,8,235.1,4.05,50.0,-970,0,0,,,,52,,371.2,0.02,0,0,910,0.0,0.02,0.0,0.0,0.03,1.24,36.0,0.0,8.9,41.8,0.01,1.24,20.5,19.1,-900
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:09:41,8,235.2,1.4,49.99,-330,0,0,,,,51,,378.2,0.022,0,0,280,0.0,0.022,0.0,0.0,0.03,1.29,36.0,0.0,8.9,41.8,0.01,1.29,20.5,19.2,-200
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:14:56,8,235.3,1.92,49.99,-500,0,0,,,,51,,375.4,2.6670000000000003,0,0,320,0.0,2.6670000000000003,0.0,0.0,0.03,1.32,36.0,0.0,8.9,41.9,0.01,1.32,20.5,19.2,-400
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:20:01,8,234.7,1.77,50.01,-380,0,0,,,,51,,373.3,10.06,0,0,360,1.9,8.16,0.0,0.0,0.03,1.34,36.0,0.0,8.9,41.9,0.01,1.34,20.5,19.2,-300
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:21:23,8,233.7,1.64,50.02,-490,0,0,,,,51,,372.2,14.132,0,0,330,2.432,11.7,0.0,0.0,0.03,1.35,36.0,0.0,8.9,41.9,0.01,1.35,20.5,19.3,-400
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:26:29,8,234.4,4.11,50.02,-960,0,0,,,,50,,383.5,30.474,0,0,940,12.313000000000002,18.161,0.0,0.0,0.03,1.38,36.0,0.0,8.9,41.9,0.01,1.38,20.5,19.3,-1100
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:31:34,8,233.5,1.27,49.99,-200,0,0,,,,50,,372.5,44.921,0,0,220,20.601,24.32,0.0,0.0,0.03,1.41,36.0,0.0,8.9,41.9,0.01,1.41,20.5,19.3,-100
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:36:39,8,232.4,0.93,49.96,-40,0,0,,,,50,,384.9,71.955,0,0,110,35.475,36.48,0.01,0.0,0.03,1.43,36.0,0.0,8.9,42.0,0.01,1.42,20.5,19.3,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:41:45,8,232.8,0.91,49.97,0,0,0,,,,50,,380.7,126.975,100,0,110,67.5,59.475,0.01,0.0,0.03,1.44,36.0,0.0,8.9,42.0,0.01,1.42,20.5,19.3,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:46:50,8,232.9,0.92,49.97,40,0,0,,,,50,,393.8,168.476,100,0,100,90.428,78.04799999999999,0.03,0.0,0.03,1.45,36.0,0.0,8.9,42.0,0.01,1.42,20.5,19.3,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:51:54,8,235.9,0.92,50.0,60,0,0,,,,50,,391.6,181.164,100,0,100,102.512,78.652,0.04,0.0,0.03,1.46,36.0,0.0,8.9,42.0,0.02,1.42,20.5,19.3,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 07:57:00,8,234.1,1.17,49.99,-40,0,0,,,,50,,389.1,170.654,100,0,200,101.01,69.644,0.06,0.0,0.03,1.47,36.0,0.0,8.9,42.0,0.02,1.42,20.5,19.3,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:02:15,8,235.2,1.16,49.98,-10,0,0,,,,50,,389.8,190.305,100,0,190,111.6,78.705,0.07,0.0,0.03,1.49,36.0,0.0,8.9,42.0,0.02,1.43,20.5,19.3,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:07:21,8,233.6,1.15,49.98,0,0,0,,,,50,,395.3,195.738,100,0,200,113.928,81.81,0.09,0.0,0.03,1.5,36.0,0.0,8.9,42.0,0.02,1.43,20.5,19.3,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:12:27,8,234.8,1.21,50.0,10,0,0,,,,50,,390.3,236.85,200,0,210,138.51,98.34,0.11,0.0,0.03,1.52,36.1,0.0,8.9,42.1,0.02,1.43,20.5,19.3,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:17:32,8,234.8,1.1,50.01,100,0,0,,,,50,,394.0,293.68,200,0,170,175.28,118.4,0.13,0.0,0.03,1.54,36.1,0.0,8.9,42.1,0.02,1.43,20.5,19.3,100
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:22:36,8,232.4,1.08,49.99,160,0,0,,,,50,,394.7,351.837,300,0,170,204.525,147.312,0.16,0.0,0.03,1.56,36.1,0.0,8.9,42.1,0.03,1.43,20.5,19.3,100
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:27:43,8,237.8,1.11,50.01,190,0,0,,,,50,,395.6,395.026,300,0,180,226.861,168.165,0.19,0.0,0.03,1.57,36.1,0.0,8.9,42.1,0.05,1.43,20.5,19.3,100
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:32:48,8,237.6,0.95,49.98,290,0,0,,,,50,,396.3,439.11,400,0,110,252.35,186.76,0.23,0.0,0.03,1.59,36.2,0.0,8.9,42.1,0.07,1.43,20.5,19.3,300
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:37:53,8,239.4,1.02,50.02,240,0,0,,,,50,,395.9,390.85799999999995,400,0,140,227.55,163.308,0.26,0.0,0.03,1.6,36.2,0.0,8.9,42.1,0.09,1.43,20.5,19.3,200
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:43:10,8,239.3,0.96,49.98,120,0,0,,,,50,,394.4,346.764,200,0,130,212.232,134.532,0.3,0.0,0.04,1.64,36.3,0.0,9.0,42.2,0.11,1.45,20.6,19.4,100
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:48:15,8,237.4,0.98,49.98,290,0,0,,,,50,,396.9,477.53800000000007,400,0,130,285.26200000000006,192.276,0.33,0.0,0.04,1.66,36.3,0.0,9.0,42.2,0.13,1.45,20.6,19.4,300
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:53:19,8,238.4,0.97,49.98,410,0,0,,,,50,,397.9,576.003,400,0,130,326.25,249.753,0.37,0.0,0.04,1.67,36.3,0.0,9.0,42.2,0.16,1.45,20.6,19.4,300
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 08:58:25,8,237.5,1.2,49.98,400,0,0,,,,51,,398.3,642.093,500,-10,220,367.92,274.173,0.43,0.0,0.04,1.68,36.4,0.0,9.0,42.2,0.2,1.45,20.6,19.4,300
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:03:31,8,239.3,1.23,49.95,410,0,0,,,,51,,398.4,676.9399999999999,600,0,220,389.1799999999999,287.76,0.48,0.0,0.04,1.7,36.4,0.0,9.0,42.2,0.23,1.45,20.7,19.4,400
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:08:36,8,239.4,1.23,49.99,440,0,0,,,,51,,399.2,683.552,600,0,220,398.12,285.432,0.53,0.0,0.04,1.72,36.5,0.0,9.0,42.3,0.26,1.45,20.7,19.4,400
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:13:41,8,238.7,1.48,49.99,420,0,0,,,,51,,399.0,707.1959999999999,700,0,290,412.92,294.276,0.6,0.0,0.04,1.74,36.6,0.0,9.0,42.3,0.3,1.45,20.7,19.4,300
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:18:46,8,238.0,1.47,50.01,380,0,0,,,,52,,398.8,702.2149999999999,700,0,290,426.968,275.247,0.65,0.0,0.04,1.77,36.6,0.0,9.0,42.3,0.33,1.45,20.8,19.4,400
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:24:02,8,240.2,1.27,50.0,560,0,0,,,,52,,400.5,846.7919999999999,800,-10,230,515.025,331.767,0.73,0.0,0.04,1.79,36.7,0.0,9.0,42.3,0.38,1.45,20.8,19.4,600
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:29:07,8,240.2,23.2,49.98,-4900,0,0,,,,49,,364.9,893.2379999999999,800,-510,6110,548.9119999999999,344.326,0.8,0.0,0.08,2.2,36.8,0.0,9.0,42.7,0.39,1.78,20.8,19.7,-4900
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:34:12,8,240.3,23.17,49.95,-4900,0,0,,,,45,,364.6,884.5719999999999,800,-330,5920,544.7099999999999,339.862,0.87,0.0,0.11,2.67,36.8,0.0,9.0,43.2,0.39,2.16,20.8,20.1,-4900
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:39:17,8,239.8,23.2,49.99,-4890,0,0,,,,40,,363.7,901.175,800,-390,5980,544.275,356.9,0.96,0.0,0.15,3.23,36.9,0.0,9.1,43.8,0.39,2.62,20.8,20.5,-4800
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:44:23,8,239.8,23.28,50.03,-4890,0,0,,,,36,,362.8,926.269,900,-370,5970,556.816,369.453,1.02,0.0,0.17,3.67,37.0,0.0,9.1,44.2,0.39,2.98,20.8,20.9,-4800
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:49:28,8,236.1,23.76,49.97,-4870,0,0,,,,33,,362.5,969.055,900,-330,6000,583.725,385.33,1.1,0.0,0.2,4.17,37.1,0.0,9.1,44.7,0.39,3.39,20.8,21.3,-4800
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:54:33,8,237.9,23.83,49.99,-4860,0,0,,,,28,,362.2,1033.991,1000,-280,5970,628.958,405.033,1.2,0.0,0.23,4.76,37.2,0.0,9.1,45.3,0.39,3.87,20.8,21.8,-4800
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 09:59:38,8,233.5,24.51,49.98,-4840,0,0,,,,24,,360.1,1120.0929999999998,1100,-120,5930,689.425,430.668,1.28,0.0,0.25,5.21,37.2,0.0,9.2,45.7,0.39,4.23,20.8,22.1,-4800
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:04:54,8,221.6,5.06,49.97,0,0,0,,,,20,,380.4,1160.43,1100,-4500,5600,718.23,442.2000000000001,1.4,0.0,0.39,5.8,37.4,0.0,9.3,46.3,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:09:59,8,223.6,4.77,50.0,0,0,0,,,,20,,374.4,1093.627,1000,-4730,5760,678.3399999999999,415.287,1.49,0.0,0.72,6.21,37.4,0.0,9.6,46.7,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:15:04,8,224.1,5.01,50.0,0,0,0,,,,20,,381.1,1168.565,1100,-4670,5780,731.58,436.985,1.58,0.0,1.11,6.68,37.5,0.0,10.0,47.2,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:20:09,8,224.7,4.81,49.98,0,0,0,,,,20,,380.7,1119.3249999999998,1100,-4780,5830,717.4749999999999,401.85,1.68,0.0,1.53,7.2,37.6,0.0,10.4,47.7,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:29:35,8,230.7,10.5,50.01,0,0,0,,,,20,,394.2,2551.986,2500,-3610,6030,1725.3,826.686,1.9,0.0,2.22,8.1,37.9,0.0,11.1,48.6,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:34:59,8,228.6,9.32,50.03,0,0,0,,,,20,,386.3,2232.5950000000003,2100,-3740,5850,1490.575,742.02,2.12,0.0,2.61,8.7,38.1,0.0,11.5,49.2,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:40:05,8,233.0,12.21,50.01,0,0,0,,,,20,,391.5,2989.935,3000,-3060,5910,2017.575,972.36,2.34,0.0,2.87,9.18,38.3,0.0,11.8,49.7,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:45:10,8,233.9,12.83,50.04,0,0,0,,,,20,,391.1,3153.904,3100,-2920,5940,2128.504,1025.4,2.56,0.0,3.08,9.59,38.5,0.0,12.0,50.1,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:50:15,8,230.0,10.28,50.02,0,0,0,,,,20,,393.9,2494.739,2400,-3490,5840,1671.875,822.864,2.85,0.0,3.42,10.21,38.8,0.0,12.3,50.7,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 10:55:20,8,227.9,9.56,50.01,0,0,0,,,,20,,385.5,2302.035,2300,-3610,5810,1535.25,766.7850000000001,3.01,0.0,3.73,10.67,39.0,0.0,12.6,51.2,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:00:36,8,227.8,8.96,50.0,0,0,0,,,,20,,387.4,2164.653,2200,-3730,5760,1463.2380000000005,701.415,3.25,0.0,4.06,11.23,39.2,0.0,13.0,51.8,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:05:41,8,234.2,12.32,49.97,0,0,0,,,,20,,375.1,3031.475,3000,-3060,5900,2086.9049999999997,944.57,3.38,0.0,4.39,11.68,39.3,0.0,13.3,52.2,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:10:46,8,232.5,11.44,50.0,0,0,0,,,,20,,388.1,2779.641,2700,-3250,5900,1919.076,860.565,3.55,0.0,4.64,12.09,39.5,0.0,13.6,52.6,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:15:51,8,231.4,13.45,49.95,0,0,0,,,,20,,395.0,3293.854,3200,-2730,5860,2285.47,1008.384,3.88,0.0,4.95,12.71,39.8,0.0,13.9,53.2,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:20:57,8,229.8,10.74,49.97,0,0,0,,,,20,,381.3,2619.2,2600,-3550,6020,1794.6999999999998,824.5,4.11,0.0,5.15,13.13,40.1,0.0,14.1,53.7,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:26:02,8,227.9,8.98,50.04,0,0,0,,,,20,,383.3,2127.5299999999997,1900,-4010,6000,1465.3739999999998,662.1560000000001,4.36,0.0,5.42,13.63,40.3,0.0,14.3,54.2,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:31:07,8,233.9,16.03,50.01,0,0,0,,,,20,,379.0,3986.55,3900,-2400,6180,2776.6499999999996,1209.9,4.69,0.0,5.75,14.29,40.6,0.0,14.7,54.8,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:36:13,8,227.2,7.86,50.0,0,0,0,,,,20,,392.2,1856.902,1700,-4230,6020,1289.692,567.21,4.96,0.0,5.94,14.72,40.9,0.0,14.9,55.3,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:41:28,8,229.6,10.61,50.02,0,0,0,,,,20,,384.8,2572.5,2600,-3630,6100,1835.74,736.7599999999999,5.12,0.0,6.41,15.35,41.1,0.0,15.3,55.9,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:46:39,8,233.5,16.43,49.99,0,0,0,,,,20,,382.9,4038.096,3900,-2150,5980,2893.176,1144.92,5.36,0.0,6.61,15.77,41.3,0.0,15.5,56.3,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:51:44,8,231.8,14.0,49.96,0,0,0,,,,20,,393.9,3404.915,3300,-2720,5990,2443.548,961.367,5.59,0.0,6.85,16.24,41.5,0.0,15.8,56.8,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 11:56:51,8,233.4,14.68,49.94,0,0,0,,,,20,,375.0,3618.946,3600,-2550,5980,2606.4490000000005,1012.497,5.97,0.0,7.13,16.87,41.9,0.0,16.0,57.4,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:01:57,8,233.4,14.34,49.97,0,0,0,,,,20,,388.5,3537.521,3500,-2640,5970,2549.204,988.317,6.22,0.0,7.31,17.29,42.2,0.0,16.2,57.8,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:07:12,8,233.5,14.26,50.04,0,0,0,,,,20,,392.3,3513.815,3500,-2670,5980,2541.055,972.76,6.56,0.0,7.57,17.87,42.5,0.0,16.5,58.4,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:12:20,8,234.2,14.52,50.02,0,0,0,,,,20,,395.9,3591.79,3500,-2670,6080,2595.48,996.31,6.84,0.0,7.78,18.35,42.8,0.0,16.7,58.9,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:17:26,8,234.5,14.49,50.03,0,0,0,,,,20,,392.9,3584.8959999999997,3500,-2700,6100,2606.912,977.984,7.13,0.0,8.0,18.84,43.1,0.0,16.9,59.4,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:22:31,8,234.9,14.76,50.0,0,0,0,,,,20,,385.6,3665.022,3600,-2880,6310,2666.622,998.4,7.48,0.0,8.27,19.45,43.4,0.0,17.2,60.0,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:27:39,8,236.4,15.42,50.03,0,0,0,,,,20,,391.9,3871.775000000001,3800,-2590,6240,2820.425,1051.35,7.78,0.0,8.49,19.96,43.7,0.0,17.4,60.5,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:32:52,8,235.3,16.1,49.95,0,0,0,,,,20,,388.5,3878.9879999999994,4200,-2490,6290,2806.6279999999997,1072.36,8.12,0.0,8.74,20.53,44.1,0.0,17.7,61.1,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:38:04,8,227.5,7.01,50.03,0,0,0,,,,20,,378.4,1632.327,1400,-4490,6060,1157.216,475.1110000000001,8.38,0.0,9.02,21.04,44.3,0.0,17.9,61.6,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:43:09,8,237.1,16.16,50.02,0,0,0,,,,20,,375.3,4064.506,3900,-2300,6140,3006.36,1058.146,8.52,0.0,9.33,21.5,44.5,0.0,18.2,62.0,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:48:14,8,235.9,14.92,49.99,0,0,0,,,,20,,392.2,3727.842,3700,-2600,6140,2762.346,965.496,8.88,0.0,9.57,22.08,44.8,0.0,18.5,62.6,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:53:19,8,225.9,13.76,50.02,0,0,0,,,,20,,383.1,3274.336,3200,-4280,7410,2430.106,844.23,9.2,0.0,9.89,22.69,45.2,0.0,18.8,63.2,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 12:58:35,8,229.3,15.44,50.0,0,0,0,,,,20,,389.4,3740.57,3700,-4110,7610,2793.14,947.43,9.56,0.0,10.25,23.4,45.5,0.0,19.2,63.9,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:03:40,8,229.5,15.82,50.0,0,0,0,,,,20,,384.1,3856.096,3800,-4010,7620,2872.558,983.538,9.85,0.0,10.53,23.95,45.8,0.0,19.4,64.5,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:08:48,8,235.1,16.52,50.04,0,0,0,,,,20,,381.3,4113.08,4100,-2230,6140,3053.88,1059.2,10.13,0.0,10.72,24.41,46.1,0.0,19.6,64.9,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:13:53,8,228.0,12.53,50.0,0,0,0,,,,20,,394.2,2996.68,2700,-3160,5970,2187.18,809.5,10.54,0.0,10.93,25.0,46.5,0.0,19.8,65.5,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:18:58,8,227.2,10.84,50.01,0,0,0,,,,19,,387.4,2643.984,2400,-3530,6010,1923.264,720.72,10.75,0.0,11.2,25.47,46.7,0.0,20.1,66.0,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:24:03,8,225.5,8.68,49.99,0,0,0,,,,19,,379.1,2055.695,2000,-3990,5940,1458.905,596.7900000000001,10.93,0.0,11.49,25.93,46.9,0.0,20.4,66.5,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:29:30,8,234.2,18.21,49.99,0,0,0,,,,19,,395.6,4562.554,4800,-1840,6160,3435.8740000000003,1126.68,11.14,0.0,11.92,26.57,47.1,0.0,20.8,67.1,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:34:37,8,231.5,13.81,50.0,0,0,0,,,,19,,374.7,3449.358,3100,-2820,6000,2596.038,853.32,11.36,0.0,12.18,27.03,47.3,0.0,21.1,67.6,0.39,4.58,20.8,22.5,0
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:39:45,8,238.1,0.85,50.01,3690,0,0,,,,21,,412.8,3982.815,3900,-250,280,3054.135,928.68,11.65,0.0,12.38,27.4,47.6,0.0,21.3,67.9,0.5,4.58,20.9,22.5,3500
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:44:51,8,235.5,1.19,50.01,2570,0,0,,,,23,,408.3,2760.91,2700,-130,260,2083.975,676.9350000000001,11.94,0.0,12.39,27.43,47.9,0.0,21.3,68.0,0.75,4.58,21.2,22.5,2400
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:49:56,8,240.3,10.79,50.0,690,0,0,,,,24,,400.3,3385.935,3700,-10,2570,2521.596,864.339,12.2,0.0,12.39,27.49,48.2,0.0,21.3,68.0,0.94,4.58,21.4,22.5,1000
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 13:55:02,8,240.8,18.98,50.01,-1140,0,0,,,,24,,385.9,3621.024,3600,0,4590,2796.27,824.7540000000001,12.55,0.0,12.39,27.85,48.5,0.0,21.3,68.4,0.97,4.65,21.4,22.6,-1100
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:00:08,8,240.8,2.13,49.99,2930,0,0,,,,24,,407.6,3610.443,3200,0,2460,2793.571,816.8720000000001,12.82,0.0,12.39,28.11,48.8,0.0,21.3,68.6,1.01,4.68,21.5,22.6,600
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:05:13,8,240.8,9.66,49.99,1000,0,0,,,,25,,400.9,3562.305,3500,-40,2350,2767.68,794.625,13.1,0.0,12.39,28.29,49.1,0.0,21.3,68.8,1.09,4.68,21.5,22.6,1000
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:10:17,8,239.1,9.77,50.01,680,0,0,,,,26,,397.7,3452.2149999999997,3400,-10,2380,2705.1749999999997,747.04,13.43,0.0,12.4,28.52,49.4,0.0,21.3,69.1,1.18,4.68,21.6,22.6,800
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:15:22,8,239.1,2.09,50.01,2800,0,0,,,,26,,412.0,3400.525,3300,0,460,2674.525,726.0000000000001,13.69,0.0,12.4,28.68,49.6,0.0,21.3,69.2,1.27,4.68,21.7,22.6,2800
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:20:38,8,238.7,2.01,50.01,2280,0,0,,,,29,,411.1,2877.345,2500,10,460,2156.7,720.645,14.01,0.0,12.4,28.73,50.0,0.0,21.3,69.3,1.53,4.68,22.0,22.6,2000
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:25:43,8,239.6,6.51,49.98,1650,0,0,,,,30,,407.2,3358.74,3100,-20,1540,2655.84,702.9,14.27,0.0,12.4,28.82,50.2,0.0,21.3,69.4,1.68,4.68,22.1,22.6,1500
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:30:49,8,240.4,5.33,50.0,1760,0,0,,,,31,,407.5,3348.701,1400,-20,360,2653.3250000000003,695.376,14.52,0.0,12.4,28.94,50.5,0.0,21.3,69.5,1.8,4.68,22.2,22.6,1000
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:35:54,8,240.3,9.39,49.99,970,0,0,,,,33,,402.6,3410.7030000000004,3400,-20,2290,2703.2000000000003,707.503,14.83,0.0,12.4,29.07,50.8,0.0,21.3,69.6,1.97,4.68,22.4,22.6,900
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:40:59,8,241.4,10.45,49.97,710,0,0,,,,34,,404.0,3394.9000000000005,3300,-60,2550,2703.6800000000003,691.22,15.09,0.0,12.41,29.15,51.0,0.0,21.3,69.7,2.14,4.68,22.6,22.6,700
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:46:33,8,241.5,2.07,50.0,2590,0,0,,,,36,,412.3,3226.2349999999997,3200,-20,330,2591.6,634.6349999999999,15.37,0.0,12.41,29.3,51.3,0.0,21.3,69.8,2.27,4.68,22.7,22.6,2700
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:51:38,8,240.7,1.73,50.0,1800,0,0,,,,37,,409.3,2288.008,3100,0,350,1667.08,620.928,15.61,0.0,12.41,29.33,51.6,0.0,21.3,69.9,2.46,4.68,22.9,22.6,2800
2025-10-04,ZH1025006KE24A1700R7,2025-10-04 14:56:54,8,241.7,2.27,49.98,2560,0,0,,,,40,,412.6,3050.8599999999997,3100,-50,530,2459.548,591.312,15.9,0.0,12.42,29.36,51.9,0.0,21.3,69.9,2.71,4.68,23.2,22.6,2400
